RUN	learngatling.SetUpUserLoad	setupuserload	1549429584204	 	3.0.2
USER	SE1	1	START	1549429586859	1549429586859
USER	SE1	2	START	1549429586890	1549429586890
USER	SE2	4	START	1549429586893	1549429586893
USER	SE2	5	START	1549429586895	1549429586895
REQUEST	1		Homepage	1549429586883	1549429587854	OK	 
REQUEST	2		Homepage	1549429586891	1549429587922	OK	 
REQUEST	5		Homepage	1549429586896	1549429587934	OK	 
REQUEST	4		Homepage	1549429586895	1549429587942	OK	 
USER	SE1	3	START	1549429588891	1549429588891
USER	SE2	6	START	1549429589862	1549429589862
REQUEST	3		Homepage	1549429588891	1549429589921	OK	 
USER	SE1	7	START	1549429590872	1549429590872
REQUEST	6		Homepage	1549429589863	1549429590930	OK	 
REQUEST	7		Homepage	1549429590874	1549429591844	OK	 
USER	SE1	8	START	1549429592876	1549429592876
USER	SE2	9	START	1549429592876	1549429592876
REQUEST	8		Homepage	1549429592879	1549429593918	OK	 
REQUEST	9		Homepage	1549429592879	1549429593925	OK	 
USER	SE1	10	START	1549429594872	1549429594872
REQUEST	10		Homepage	1549429594873	1549429595963	OK	 
REQUEST	1		SearchFlight	1549429602236	1549429602497	OK	 
REQUEST	2		SearchFlight	1549429602316	1549429602592	OK	 
REQUEST	3		SearchFlight	1549429603584	1549429603871	OK	 
REQUEST	7		SearchFlight	1549429606033	1549429606309	OK	 
REQUEST	8		SearchFlight	1549429608016	1549429608294	OK	 
REQUEST	10		SearchFlight	1549429609535	1549429609831	OK	 
REQUEST	5		SearchFlight	1549429613611	1549429613894	OK	 
REQUEST	4		SearchFlight	1549429613912	1549429614196	OK	 
REQUEST	1		Homepage	1549429613991	1549429614238	OK	 
REQUEST	2		Homepage	1549429614105	1549429614375	OK	 
REQUEST	3		Homepage	1549429615416	1549429615683	OK	 
REQUEST	6		SearchFlight	1549429615794	1549429616072	OK	 
REQUEST	7		Homepage	1549429617801	1549429618062	OK	 
REQUEST	9		SearchFlight	1549429619048	1549429619328	OK	 
REQUEST	8		Homepage	1549429619842	1549429620115	OK	 
REQUEST	10		Homepage	1549429621341	1549429621658	OK	 
REQUEST	5		SelectFlight	1549429625447	1549429625723	OK	 
REQUEST	1		SearchFlight	1549429625724	1549429625978	OK	 
REQUEST	4		SelectFlight	1549429625723	1549429626022	OK	 
REQUEST	2		SearchFlight	1549429625902	1549429626181	OK	 
REQUEST	3		SearchFlight	1549429627217	1549429627511	OK	 
REQUEST	6		SelectFlight	1549429627604	1549429627885	OK	 
REQUEST	7		SearchFlight	1549429629563	1549429629842	OK	 
REQUEST	9		SelectFlight	1549429630845	1549429631141	OK	 
REQUEST	8		SearchFlight	1549429631651	1549429631933	OK	 
REQUEST	10		SearchFlight	1549429633174	1549429633459	OK	 
ERROR	BookFlight: Failed to build request: No attribute named 'name1' is defined 	1549429637316
ERROR	BookFlight: Failed to build request: No attribute named 'name1' is defined 	1549429637570
