RUN	learngatling.SetUpUserLoad	setupuserload	1549429319200	 	3.0.2
USER	SE1	1	START	1549429321848	1549429321848
USER	SE1	2	START	1549429321884	1549429321884
USER	SE2	4	START	1549429321886	1549429321886
USER	SE2	5	START	1549429321889	1549429321889
REQUEST	1		Homepage	1549429321876	1549429323001	OK	 
REQUEST	5		Homepage	1549429321889	1549429323241	OK	 
REQUEST	4		Homepage	1549429321888	1549429323255	OK	 
REQUEST	2		Homepage	1549429321884	1549429323347	OK	 
USER	SE1	3	START	1549429323894	1549429323894
USER	SE2	6	START	1549429324864	1549429324864
REQUEST	3		Homepage	1549429323895	1549429325171	OK	 
REQUEST	6		Homepage	1549429324864	1549429325808	OK	 
USER	SE1	7	START	1549429325854	1549429325854
REQUEST	7		Homepage	1549429325855	1549429326886	OK	 
USER	SE1	8	START	1549429327863	1549429327863
USER	SE2	9	START	1549429327863	1549429327863
REQUEST	8		Homepage	1549429327864	1549429328728	OK	 
REQUEST	9		Homepage	1549429327864	1549429328812	OK	 
USER	SE1	10	START	1549429329862	1549429329862
REQUEST	10		Homepage	1549429329863	1549429330736	OK	 
REQUEST	1		SearchFlight	1549429336721	1549429336973	OK	 
REQUEST	2		SearchFlight	1549429336952	1549429337211	OK	 
REQUEST	3		SearchFlight	1549429338773	1549429339031	OK	 
REQUEST	7		SearchFlight	1549429340074	1549429340385	OK	 
REQUEST	8		SearchFlight	1549429341922	1549429342170	OK	 
REQUEST	10		SearchFlight	1549429344236	1549429344499	OK	 
REQUEST	5		SearchFlight	1549429348115	1549429348381	OK	 
REQUEST	4		SearchFlight	1549429348115	1549429348403	OK	 
REQUEST	1		Homepage	1549429348437	1549429348667	OK	 
REQUEST	2		Homepage	1549429348693	1549429348965	OK	 
REQUEST	3		Homepage	1549429350523	1549429350774	OK	 
REQUEST	6		SearchFlight	1549429350672	1549429350930	OK	 
REQUEST	7		Homepage	1549429351848	1549429352076	OK	 
REQUEST	9		SearchFlight	1549429353437	1549429353718	OK	 
REQUEST	8		Homepage	1549429353614	1549429353853	OK	 
REQUEST	10		Homepage	1549429355964	1549429356234	OK	 
REQUEST	5		SelectFlight	1549429359867	1549429360127	OK	 
REQUEST	4		SelectFlight	1549429359882	1549429360145	OK	 
REQUEST	1		SearchFlight	1549429360102	1549429360349	OK	 
REQUEST	2		SearchFlight	1549429360423	1549429360680	OK	 
REQUEST	3		SearchFlight	1549429362246	1549429362537	OK	 
REQUEST	6		SelectFlight	1549429362414	1549429362683	OK	 
REQUEST	7		SearchFlight	1549429363522	1549429363791	OK	 
REQUEST	9		SelectFlight	1549429365196	1549429365455	OK	 
REQUEST	8		SearchFlight	1549429365307	1549429365563	OK	 
REQUEST	10		SearchFlight	1549429367713	1549429367975	OK	 
