RUN	learngatling.SetUpUserLoad	setupuserload	1549431222397	 	3.0.2
USER	SE1	1	START	1549431225085	1549431225085
USER	SE1	2	START	1549431225117	1549431225117
USER	SE2	4	START	1549431225120	1549431225120
USER	SE2	5	START	1549431225122	1549431225122
REQUEST	4		Homepage	1549431225122	1549431226334	OK	 
REQUEST	5		Homepage	1549431225123	1549431226338	OK	 
REQUEST	2		Homepage	1549431225117	1549431226369	OK	 
REQUEST	1		Homepage	1549431225110	1549431226634	OK	 
USER	SE1	3	START	1549431227127	1549431227127
USER	SE2	6	START	1549431228092	1549431228092
REQUEST	3		Homepage	1549431227128	1549431228149	OK	 
USER	SE1	7	START	1549431229096	1549431229096
REQUEST	6		Homepage	1549431228093	1549431229104	OK	 
REQUEST	7		Homepage	1549431229097	1549431230113	OK	 
USER	SE1	8	START	1549431231094	1549431231094
USER	SE2	9	START	1549431231094	1549431231094
REQUEST	8		Homepage	1549431231094	1549431231984	OK	 
REQUEST	9		Homepage	1549431231094	1549431232110	OK	 
USER	SE1	10	START	1549431233094	1549431233094
REQUEST	10		Homepage	1549431233095	1549431233974	OK	 
REQUEST	2		SearchFlight	1549431242717	1549431242975	OK	 
REQUEST	1		SearchFlight	1549431242829	1549431243154	OK	 
REQUEST	3		SearchFlight	1549431243984	1549431244228	OK	 
REQUEST	7		SearchFlight	1549431245355	1549431245590	OK	 
REQUEST	8		SearchFlight	1549431246785	1549431247018	OK	 
REQUEST	10		SearchFlight	1549431247487	1549431247727	OK	 
REQUEST	4		SearchFlight	1549431254244	1549431254504	OK	 
REQUEST	5		SearchFlight	1549431254366	1549431254623	OK	 
REQUEST	2		Homepage	1549431254435	1549431254658	OK	 
REQUEST	1		Homepage	1549431254590	1549431254819	OK	 
REQUEST	3		Homepage	1549431256098	1549431256342	OK	 
REQUEST	7		Homepage	1549431257061	1549431257289	OK	 
REQUEST	6		SearchFlight	1549431258243	1549431258503	OK	 
REQUEST	9		SearchFlight	1549431258359	1549431258610	OK	 
REQUEST	8		Homepage	1549431258474	1549431258716	OK	 
REQUEST	10		Homepage	1549431259184	1549431259413	OK	 
REQUEST	5		SelectFlight	1549431266093	1549431266352	OK	 
REQUEST	2		SearchFlight	1549431266093	1549431266425	OK	 
REQUEST	1		SearchFlight	1549431266258	1549431266500	OK	 
REQUEST	4		SelectFlight	1549431266306	1549431266574	OK	 
REQUEST	3		SearchFlight	1549431267795	1549431268057	OK	 
REQUEST	7		SearchFlight	1549431268730	1549431268981	OK	 
REQUEST	6		SelectFlight	1549431269996	1549431270258	OK	 
REQUEST	9		SelectFlight	1549431270084	1549431270342	OK	 
REQUEST	8		SearchFlight	1549431270195	1549431270488	OK	 
REQUEST	10		SearchFlight	1549431270858	1549431271101	OK	 
REQUEST	2		Homepage	1549431277876	1549431278103	OK	 
REQUEST	1		Homepage	1549431277933	1549431278519	OK	 
REQUEST	5		BookFlight	1549431277924	1549431278527	OK	 
REQUEST	4		BookFlight	1549431278071	1549431278681	OK	 
REQUEST	5		BookFlight Redirect 1	1549431278539	1549431278814	OK	 
REQUEST	4		BookFlight Redirect 1	1549431278682	1549431278935	OK	 
REQUEST	3		Homepage	1549431279513	1549431279805	OK	 
REQUEST	5		Homepage	1549431280296	1549431280542	OK	 
REQUEST	4		Homepage	1549431280416	1549431280664	OK	 
REQUEST	7		Homepage	1549431280495	1549431281020	OK	 
REQUEST	6		BookFlight	1549431281767	1549431282767	OK	 
REQUEST	8		Homepage	1549431281953	1549431283149	OK	 
REQUEST	9		BookFlight	1549431281826	1549431283166	OK	 
REQUEST	10		Homepage	1549431282533	1549431283170	OK	 
REQUEST	6		BookFlight Redirect 1	1549431282767	1549431283191	OK	 
REQUEST	9		BookFlight Redirect 1	1549431283167	1549431283420	OK	 
REQUEST	6		Homepage	1549431284673	1549431284919	OK	 
REQUEST	9		Homepage	1549431284902	1549431285147	OK	 
REQUEST	2		SearchFlight	1549431289875	1549431290107	OK	 
REQUEST	1		SearchFlight	1549431289966	1549431290198	OK	 
REQUEST	3		SearchFlight	1549431291296	1549431291573	OK	 
REQUEST	7		SearchFlight	1549431293147	1549431293387	OK	 
REQUEST	8		SearchFlight	1549431294584	1549431294854	OK	 
REQUEST	10		SearchFlight	1549431294617	1549431294876	OK	 
REQUEST	1		Homepage	1549431301635	1549431301861	OK	 
REQUEST	2		Homepage	1549431301855	1549431302081	OK	 
REQUEST	3		Homepage	1549431303036	1549431303304	OK	 
REQUEST	7		Homepage	1549431304866	1549431305093	OK	 
REQUEST	5		SearchFlight	1549431304994	1549431305268	OK	 
REQUEST	4		SearchFlight	1549431305254	1549431305513	OK	 
REQUEST	8		Homepage	1549431306305	1549431306554	OK	 
REQUEST	10		Homepage	1549431306315	1549431306566	OK	 
REQUEST	6		SearchFlight	1549431309097	1549431309358	OK	 
REQUEST	9		SearchFlight	1549431309327	1549431309597	OK	 
REQUEST	1		SearchFlight	1549431313325	1549431313572	OK	 
REQUEST	2		SearchFlight	1549431313766	1549431314055	OK	 
REQUEST	3		SearchFlight	1549431314999	1549431315262	OK	 
REQUEST	7		SearchFlight	1549431316553	1549431316796	OK	 
REQUEST	4		SelectFlight	1549431316996	1549431317360	OK	 
REQUEST	5		SelectFlight	1549431316763	1549431317396	OK	 
REQUEST	8		SearchFlight	1549431318019	1549431318259	OK	 
REQUEST	10		SearchFlight	1549431318019	1549431318275	OK	 
REQUEST	9		SelectFlight	1549431321085	1549431321337	OK	 
REQUEST	6		SelectFlight	1549431321137	1549431321396	OK	 
REQUEST	1		Homepage	1549431325016	1549431325244	OK	 
REQUEST	2		Homepage	1549431325519	1549431325756	OK	 
REQUEST	3		Homepage	1549431326713	1549431326959	OK	 
REQUEST	7		Homepage	1549431328258	1549431328485	OK	 
REQUEST	4		BookFlight	1549431328833	1549431329196	OK	 
REQUEST	5		BookFlight	1549431328875	1549431329834	OK	 
REQUEST	4		BookFlight Redirect 1	1549431329197	1549431329846	OK	 
REQUEST	8		Homepage	1549431329685	1549431329914	OK	 
REQUEST	10		Homepage	1549431329717	1549431329947	OK	 
REQUEST	5		BookFlight Redirect 1	1549431329835	1549431330082	OK	 
REQUEST	4		Homepage	1549431331333	1549431331582	OK	 
REQUEST	5		Homepage	1549431331551	1549431331804	OK	 
REQUEST	9		BookFlight	1549431332825	1549431333584	OK	 
REQUEST	6		BookFlight	1549431332893	1549431333967	OK	 
REQUEST	9		BookFlight Redirect 1	1549431333585	1549431333989	OK	 
REQUEST	6		BookFlight Redirect 1	1549431333967	1549431334216	OK	 
REQUEST	9		Homepage	1549431335475	1549431335734	OK	 
REQUEST	6		Homepage	1549431335703	1549431335959	OK	 
REQUEST	1		SearchFlight	1549431336688	1549431336932	OK	 
REQUEST	2		SearchFlight	1549431337193	1549431337436	OK	 
REQUEST	3		SearchFlight	1549431338435	1549431338694	OK	 
REQUEST	7		SearchFlight	1549431339908	1549431340138	OK	 
REQUEST	10		SearchFlight	1549431341415	1549431341659	OK	 
REQUEST	8		SearchFlight	1549431341426	1549431341679	OK	 
