RUN	learngatling.SetUpUserLoad	setupuserload	1549502568621	 	3.0.2
USER	SE1	1	START	1549502571444	1549502571444
USER	SE1	2	START	1549502571481	1549502571481
USER	SE2	4	START	1549502571485	1549502571485
USER	SE2	5	START	1549502571488	1549502571488
REQUEST	4		Homepage	1549502571487	1549502572623	OK	 
REQUEST	2		Homepage	1549502571482	1549502572623	OK	 
REQUEST	5		Homepage	1549502571489	1549502572623	OK	 
REQUEST	1		Homepage	1549502571473	1549502573222	OK	 
USER	SE1	3	START	1549502573483	1549502573483
USER	SE2	6	START	1549502574438	1549502574438
REQUEST	3		Homepage	1549502573484	1549502574446	OK	 
REQUEST	6		Homepage	1549502574439	1549502575322	OK	 
USER	SE1	7	START	1549502575457	1549502575457
REQUEST	7		Homepage	1549502575458	1549502576336	OK	 
USER	SE2	9	START	1549502577438	1549502577438
USER	SE1	8	START	1549502577438	1549502577438
REQUEST	9		Homepage	1549502577439	1549502578461	OK	 
REQUEST	8		Homepage	1549502577439	1549502578488	OK	 
USER	SE1	10	START	1549502579455	1549502579455
REQUEST	10		Homepage	1549502579456	1549502580756	OK	 
REQUEST	2		SearchFlight	1549502596920	1549502597251	OK	 
REQUEST	1		SearchFlight	1549502597266	1549502597560	OK	 
REQUEST	3		SearchFlight	1549502599037	1549502599274	OK	 
REQUEST	7		SearchFlight	1549502599735	1549502600015	OK	 
REQUEST	8		SearchFlight	1549502600097	1549502600334	OK	 
REQUEST	10		SearchFlight	1549502600495	1549502600756	OK	 
REQUEST	4		SearchFlight	1549502608158	1549502608515	OK	 
REQUEST	2		Homepage	1549502608864	1549502609117	OK	 
REQUEST	1		Homepage	1549502609076	1549502609333	OK	 
REQUEST	5		SearchFlight	1549502609820	1549502610056	OK	 
REQUEST	6		SearchFlight	1549502610896	1549502611178	OK	 
REQUEST	3		Homepage	1549502610839	1549502611178	OK	 
REQUEST	9		SearchFlight	1549502611447	1549502611682	OK	 
REQUEST	7		Homepage	1549502611526	1549502611754	OK	 
REQUEST	8		Homepage	1549502611868	1549502612097	OK	 
REQUEST	10		Homepage	1549502612279	1549502612610	OK	 
REQUEST	4		SelectFlight	1549502620037	1549502620291	OK	 
REQUEST	2		SearchFlight	1549502620599	1549502620858	OK	 
REQUEST	1		SearchFlight	1549502620841	1549502621110	OK	 
REQUEST	5		SelectFlight	1549502621564	1549502621826	OK	 
REQUEST	3		SearchFlight	1549502622648	1549502622939	OK	 
REQUEST	6		SelectFlight	1549502622616	1549502622939	OK	 
REQUEST	7		SearchFlight	1549502623238	1549502623584	OK	 
REQUEST	9		SelectFlight	1549502623238	1549502623604	OK	 
REQUEST	8		SearchFlight	1549502623628	1549502623875	OK	 
REQUEST	10		SearchFlight	1549502624148	1549502624489	OK	 
REQUEST	4		BookFlight	1549502631861	1549502632578	OK	 
REQUEST	2		Homepage	1549502632335	1549502632599	OK	 
REQUEST	1		Homepage	1549502632638	1549502632886	OK	 
