RUN	learngatling.SetUpUserLoad	setupuserload	1549502568621	 	3.0.2
REQUEST	4		BookFlight Redirect 1	1549502632591	1549502632886	OK	 
REQUEST	5		BookFlight	1549502633345	1549502633993	OK	 
REQUEST	5		BookFlight Redirect 1	1549502633995	1549502634228	OK	 
REQUEST	4		Homepage	1549502634429	1549502634729	OK	 
REQUEST	3		Homepage	1549502634488	1549502634738	OK	 
REQUEST	6		BookFlight	1549502634504	1549502635036	OK	 
REQUEST	6		BookFlight Redirect 1	1549502635038	1549502635277	OK	 
REQUEST	7		Homepage	1549502635067	1549502635299	OK	 
REQUEST	9		BookFlight	1549502635093	1549502635557	OK	 
REQUEST	8		Homepage	1549502635375	1549502635609	OK	 
REQUEST	9		BookFlight Redirect 1	1549502635559	1549502635797	OK	 
REQUEST	5		Homepage	1549502635673	1549502635918	OK	 
REQUEST	10		Homepage	1549502636029	1549502636277	OK	 
REQUEST	6		Homepage	1549502636792	1549502637015	OK	 
REQUEST	9		Homepage	1549502637246	1549502638228	OK	 
REQUEST	2		SearchFlight	1549502644134	1549502644441	OK	 
REQUEST	1		SearchFlight	1549502644436	1549502644764	OK	 
REQUEST	3		SearchFlight	1549502646268	1549502646655	OK	 
REQUEST	7		SearchFlight	1549502646796	1549502647052	OK	 
REQUEST	8		SearchFlight	1549502647078	1549502647339	OK	 
REQUEST	10		SearchFlight	1549502648214	1549502648553	OK	 
REQUEST	2		Homepage	1549502655998	1549502656312	OK	 
REQUEST	1		Homepage	1549502656308	1549502656642	OK	 
REQUEST	3		Homepage	1549502658124	1549502658368	OK	 
REQUEST	4		SearchFlight	1549502658344	1549502658584	OK	 
REQUEST	7		Homepage	1549502658544	1549502658780	OK	 
REQUEST	8		Homepage	1549502658864	1549502659099	OK	 
REQUEST	5		SearchFlight	1549502659475	1549502659707	OK	 
REQUEST	10		Homepage	1549502660185	1549502660426	OK	 
REQUEST	9		SearchFlight	1549502661829	1549502662070	OK	 
REQUEST	6		SearchFlight	1549502661819	1549502662070	OK	 
REQUEST	2		SearchFlight	1549502667877	1549502668169	OK	 
REQUEST	1		SearchFlight	1549502668164	1549502668463	OK	 
REQUEST	3		SearchFlight	1549502669908	1549502670175	OK	 
REQUEST	4		SelectFlight	1549502670018	1549502670272	OK	 
REQUEST	7		SearchFlight	1549502670326	1549502670586	OK	 
REQUEST	8		SearchFlight	1549502670646	1549502670901	OK	 
REQUEST	5		SelectFlight	1549502671246	1549502671550	OK	 
REQUEST	10		SearchFlight	1549502671898	1549502672167	OK	 
REQUEST	6		SelectFlight	1549502673685	1549502673948	OK	 
REQUEST	9		SelectFlight	1549502673696	1549502673953	OK	 
REQUEST	2		Homepage	1549502679717	1549502679968	OK	 
REQUEST	1		Homepage	1549502679938	1549502680194	OK	 
REQUEST	3		Homepage	1549502681709	1549502682038	OK	 
REQUEST	7		Homepage	1549502682166	1549502682644	OK	 
REQUEST	4		BookFlight	1549502681851	1549502682643	OK	 
REQUEST	8		Homepage	1549502682639	1549502682949	OK	 
REQUEST	4		BookFlight Redirect 1	1549502682645	1549502682949	OK	 
REQUEST	5		BookFlight	1549502683147	1549502683955	OK	 
REQUEST	10		Homepage	1549502683698	1549502683997	OK	 
REQUEST	5		BookFlight Redirect 1	1549502683956	1549502684189	OK	 
REQUEST	4		Homepage	1549502684413	1549502684635	OK	 
REQUEST	6		BookFlight	1549502685484	1549502686015	OK	 
REQUEST	9		BookFlight	1549502685495	1549502686338	OK	 
REQUEST	5		Homepage	1549502685632	1549502686339	OK	 
REQUEST	6		BookFlight Redirect 1	1549502686017	1549502686339	OK	 
REQUEST	9		BookFlight Redirect 1	1549502686340	1549502686640	OK	 
REQUEST	6		Homepage	1549502687876	1549502688170	OK	 
REQUEST	9		Homepage	1549502688172	1549502688407	OK	 
USER	SE1	2	END	1549502571481	1549502691515
USER	SE1	1	END	1549502571444	1549502691725
USER	SE1	3	END	1549502573483	1549502693969
REQUEST	7		SearchFlight	1549502694185	1549502694416	OK	 
REQUEST	8		SearchFlight	1549502694404	1549502694710	OK	 
USER	SE1	7	END	1549502575457	1549502695707
REQUEST	10		SearchFlight	1549502695444	1549502695711	OK	 
USER	SE2	4	END	1549502571485	1549502696787
USER	SE2	5	END	1549502571488	1549502698396
USER	SE2	6	END	1549502574438	1549502700817
USER	SE2	9	END	1549502577438	1549502701044
USER	SE1	8	END	1549502577438	1549502706157
USER	SE1	10	END	1549502579455	1549502707188
