RUN	learngatling.SetUpUserLoad	setupuserload	1549430334016	 	3.0.2
USER	SE1	1	START	1549430336670	1549430336670
USER	SE1	2	START	1549430336706	1549430336706
USER	SE2	4	START	1549430336709	1549430336709
USER	SE2	5	START	1549430336712	1549430336712
REQUEST	1		Homepage	1549430336698	1549430337837	OK	 
REQUEST	2		Homepage	1549430336706	1549430337874	OK	 
REQUEST	4		Homepage	1549430336711	1549430337976	OK	 
REQUEST	5		Homepage	1549430336712	1549430338285	OK	 
USER	SE1	3	START	1549430338716	1549430338716
REQUEST	3		Homepage	1549430338717	1549430339576	OK	 
USER	SE2	6	START	1549430339681	1549430339681
REQUEST	6		Homepage	1549430339682	1549430340590	OK	 
USER	SE1	7	START	1549430340678	1549430340678
REQUEST	7		Homepage	1549430340679	1549430341553	OK	 
USER	SE1	8	START	1549430342677	1549430342677
USER	SE2	9	START	1549430342677	1549430342677
REQUEST	9		Homepage	1549430342679	1549430343582	OK	 
REQUEST	8		Homepage	1549430342679	1549430343689	OK	 
USER	SE1	10	START	1549430344667	1549430344667
REQUEST	10		Homepage	1549430344668	1549430345706	OK	 
REQUEST	2		SearchFlight	1549430356681	1549430356920	OK	 
REQUEST	1		SearchFlight	1549430356882	1549430357137	OK	 
REQUEST	3		SearchFlight	1549430357891	1549430358135	OK	 
REQUEST	7		SearchFlight	1549430358778	1549430359054	OK	 
REQUEST	8		SearchFlight	1549430359257	1549430359532	OK	 
REQUEST	10		SearchFlight	1549430359357	1549430359588	OK	 
REQUEST	4		SearchFlight	1549430367448	1549430367684	OK	 
REQUEST	5		SearchFlight	1549430367532	1549430367767	OK	 
REQUEST	2		Homepage	1549430368411	1549430368687	OK	 
REQUEST	1		Homepage	1549430368609	1549430368862	OK	 
REQUEST	3		Homepage	1549430369570	1549430369797	OK	 
REQUEST	6		SearchFlight	1549430369742	1549430370038	OK	 
REQUEST	9		SearchFlight	1549430370488	1549430370723	OK	 
REQUEST	7		Homepage	1549430370499	1549430370731	OK	 
REQUEST	10		Homepage	1549430371052	1549430371299	OK	 
REQUEST	8		Homepage	1549430371042	1549430371323	OK	 
REQUEST	4		SelectFlight	1549430379133	1549430379372	OK	 
REQUEST	5		SelectFlight	1549430379201	1549430379433	OK	 
REQUEST	2		SearchFlight	1549430380161	1549430380445	OK	 
REQUEST	1		SearchFlight	1549430380342	1549430380629	OK	 
REQUEST	3		SearchFlight	1549430381282	1549430381518	OK	 
REQUEST	6		SelectFlight	1549430381507	1549430381760	OK	 
REQUEST	9		SelectFlight	1549430382157	1549430382416	OK	 
REQUEST	7		SearchFlight	1549430382178	1549430382457	OK	 
REQUEST	10		SearchFlight	1549430382737	1549430382975	OK	 
REQUEST	8		SearchFlight	1549430382802	1549430383082	OK	 
ERROR	BookFlight: Failed to build request: No attribute named 'name1' is defined 	1549430390870
ERROR	BookFlight: Failed to build request: No attribute named 'name1' is defined 	1549430390875
USER	SE2	4	END	1549430336709	1549430392108
USER	SE2	5	END	1549430336712	1549430392108
REQUEST	2		Homepage	1549430391927	1549430392201	OK	 
REQUEST	1		Homepage	1549430392102	1549430392413	OK	 
ERROR	BookFlight: Failed to build request: No attribute named 'name1' is defined 	1549430393204
REQUEST	3		Homepage	1549430392980	1549430393225	OK	 
ERROR	BookFlight: Failed to build request: No attribute named 'name1' is defined 	1549430393892
REQUEST	7		Homepage	1549430393899	1549430394143	OK	 
USER	SE2	6	END	1549430339681	1549430394427
REQUEST	10		Homepage	1549430394424	1549430394650	OK	 
REQUEST	8		Homepage	1549430394570	1549430394836	OK	 
USER	SE2	9	END	1549430342677	1549430395109
